Date	SP500	Dividend	Earnings	Consumer Price Index	Real Price	Real Dividend	Real Earnings
01.04.2004	1133,36	18,21	53,38	188	1506,14	24,2	70,94
01.05.2004	1102,78	18,41	54,77	189,1	1456,97	24,32	72,36
01.06.2004	1132,76	18,6	56,15	189,7	1491,85	24,5	73,95
01.07.2004	1105,85	18,79	56,69	189,4	1458,71	24,78	74,78
01.08.2004	1088,94	18,97	57,23	189,5	1435,65	25,01	75,45
01.09.2004	1117,66	19,16	57,77	189,9	1470,41	25,21	76
01.10.2004	1117,21	19,25	58,03	190,9	1462,12	25,2	75,95
01.11.2004	1168,94	19,35	58,29	191	1529,02	25,31	76,25
01.12.2004	1199,21	19,44	58,55	190,3	1574,38	25,52	76,87
01.01.2005	1181,41	19,7	59,11	190,7	1547,76	25,81	77,44
01.02.2005	1199,63	19,97	59,66	191,8	1562,62	26,01	77,72
01.03.2005	1194,9	20,23	60,22	193,3	1544,38	26,15	77,83
01.04.2005	1164,43	20,46	61,23	194,6	1494,94	26,27	78,61
01.05.2005	1178,28	20,7	62,25	194,4	1514,28	26,6	80
01.06.2005	1202,25	20,93	63,26	194,5	1544,29	26,88	81,26
01.07.2005	1222,24	21,11	64,33	195,4	1562,74	26,99	82,25
01.08.2005	1224,27	21,29	65,4	196,4	1557,36	27,08	83,19
01.09.2005	1225,92	21,47	66,47	198,8	1540,64	26,98	83,53
01.10.2005	1191,96	21,72	67,59	199,2	1494,95	27,24	84,77
01.11.2005	1237,37	21,97	68,71	197,6	1564,47	27,78	86,87
01.12.2005	1262,07	22,22	69,83	196,8	1602,18	28,21	88,65
01.01.2006	1278,73	22,41	70,78	198,3	1611,05	28,23	89,17
01.02.2006	1276,65	22,59	71,72	198,7	1605,2	28,41	90,18
01.03.2006	1293,74	22,78	72,67	199,8	1617,73	28,48	90,87
01.04.2006	1302,17	23	73,28	201,5	1614,53	28,52	90,85
01.05.2006	1290,01	23,22	73,88	202,5	1591,56	28,65	91,15
01.06.2006	1253,17	23,44	74,49	202,9	1543,06	28,86	91,72
01.07.2006	1260,24	23,66	75,85	203,5	1547,19	29,05	93,12
01.08.2006	1287,15	23,88	77,21	203,9	1577,12	29,26	94,6
01.09.2006	1317,74	24,1	78,57	202,9	1622,56	29,67	96,75
01.10.2006	1363,38	24,36	79,55	201,8	1687,91	30,16	98,49
01.11.2006	1388,64	24,62	80,53	201,5	1721,74	30,53	99,85
01.12.2006	1416,42	24,88	81,51	201,8	1753,58	30,8	100,91
01.01.2007	1424,16	25,08	82,06	202,42	1757,79	30,96	101,28
01.02.2007	1444,8	25,29	82,6	203,5	1773,78	31,04	101,41
01.03.2007	1406,95	25,49	83,15	205,35	1711,72	31,01	101,16
01.04.2007	1463,64	25,72	83,74	206,69	1769,2	31,09	101,22
01.05.2007	1511,14	25,94	84,33	207,95	1815,52	31,17	101,32
01.06.2007	1514,19	26,17	84,92	208,35	1815,67	31,38	101,83
01.07.2007	1520,71	26,44	82,81	208,3	1823,95	31,71	99,33
01.08.2007	1454,62	26,71	80,71	207,92	1747,89	32,1	96,98
01.09.2007	1497,12	26,98	78,6	208,49	1794,01	32,33	94,19
01.10.2007	1539,66	27,23	74,46	208,94	1841,05	32,56	89,04
01.11.2007	1463,39	27,48	70,32	210,18	1739,52	32,67	83,59
01.12.2007	1479,22	27,73	66,18	210,04	1759,52	32,98	78,72
01.01.2008	1378,76	27,92	64,25	211,08	1631,91	33,05	76,05
01.02.2008	1354,87	28,11	62,32	211,69	1598,99	33,17	73,55
01.03.2008	1316,94	28,3	60,39	213,53	1540,87	33,11	70,66
01.04.2008	1370,47	28,44	57,38	214,82	1593,83	33,07	66,74
01.05.2008	1403,22	28,57	54,38	216,63	1618,29	32,95	62,71
01.06.2008	1341,25	28,71	51,37	218,81	1531,39	32,78	58,65
01.07.2008	1257,33	28,76	49,56	219,96	1428,08	32,66	56,29
01.08.2008	1281,47	28,8	47,76	219,09	1461,33	32,85	54,46
01.09.2008	1216,95	28,85	45,95	218,78	1389,68	32,94	52,47
01.10.2008	968,8	28,7	35,59	216,57	1117,59	33,1	41,06
01.11.2008	883,04	28,54	25,24	212,43	1038,55	33,57	29,68
01.12.2008	877,56	28,39	14,88	210,23	1042,89	33,74	17,68
01.01.2009	865,58	28,01	12,21	211,14	1024,2	33,15	14,44
01.02.2009	805,23	27,64	9,53	212,19	948,08	32,54	11,22
01.03.2009	757,13	27,26	6,86	212,71	889,28	32,02	8,06
01.04.2009	848,15	26,7	7,08	213,24	993,71	31,29	8,29
01.05.2009	902,41	26,15	7,29	213,86	1054,23	30,55	8,52
01.06.2009	926,12	25,59	7,51	215,69	1072,72	29,64	8,7
01.07.2009	935,82	25,03	9,19	215,35	1085,67	29,03	10,66
01.08.2009	1009,73	24,46	10,86	215,83	1168,8	28,32	12,57
01.09.2009	1044,55	23,9	12,54	215,97	1208,35	27,65	14,51
01.10.2009	1067,66	23,4	25,35	216,18	1233,89	27,05	29,3
01.11.2009	1088,07	22,91	38,16	216,33	1256,59	26,45	44,07
01.12.2009	1110,38	22,41	50,97	215,95	1284,62	25,93	58,97
01.01.2010	1123,58	22,24	54,29	216,69	1295,46	25,64	62,6
01.02.2010	1089,16	22,07	57,61	216,74	1255,47	25,44	66,41
01.03.2010	1152,05	21,9	60,93	217,63	1322,53	25,14	69,95
01.04.2010	1197,32	21,95	62,99	218,01	1372,11	25,15	72,18
01.05.2010	1125,06	21,99	65,04	218,18	1288,31	25,18	74,48
01.06.2010	1083,36	22,04	67,1	217,97	1241,77	25,26	76,91
01.07.2010	1079,8	22,14	68,69	218,01	1237,43	25,38	78,71
01.08.2010	1087,28	22,25	70,27	218,31	1244,28	25,46	80,42
01.09.2010	1122,08	22,35	71,86	218,44	1283,36	25,56	82,19
01.10.2010	1171,58	22,48	73,69	218,71	1338,31	25,68	84,18
01.11.2010	1198,89	22,6	75,52	218,8	1368,93	25,81	86,23
01.12.2010	1241,53	22,73	77,35	219,18	1415,18	25,91	88,17
01.01.2011	1282,62	22,96	78,67	220,22	1455,09	26,05	89,25
01.02.2011	1321,12	23,2	79,99	221,31	1491,41	26,19	90,3
01.03.2011	1304,49	23,43	81,31	223,47	1458,42	26,19	90,9
01.04.2011	1331,51	23,73	82,16	224,91	1479,1	26,36	91,27
01.05.2011	1338,31	24,04	83,02	225,96	1479,69	26,58	91,79
01.06.2011	1287,29	24,34	83,87	225,72	1424,81	26,94	92,83
01.07.2011	1325,19	24,62	84,91	225,92	1465,46	27,23	93,89
01.08.2011	1185,31	24,9	85,94	226,54	1307,17	27,46	94,78
01.09.2011	1173,88	25,18	86,98	226,89	1292,6	27,73	95,78
01.10.2011	1207,22	25,6	86,97	226,42	1332,06	28,24	95,96
01.11.2011	1226,42	26,01	86,96	226,23	1354,39	28,73	96,03
01.12.2011	1243,32	26,43	86,95	225,67	1376,45	29,26	96,26
01.01.2012	1300,58	26,74	87,48	226,66	1433,53	29,47	96,42
01.02.2012	1352,49	27,04	88,01	227,66	1484,21	29,68	96,58
01.03.2012	1389,24	27,35	88,54	229,39	1513,05	29,79	96,43
01.04.2012	1386,43	27,67	88,33	230,09	1505,44	30,05	95,92
01.05.2012	1341,27	28	88,13	229,81	1458,12	30,44	95,8
01.06.2012	1323,48	28,32	87,92	229,48	1440,89	30,83	95,72
01.07.2012	1359,78	28,74	87,45	229,1	1482,83	31,34	95,36
01.08.2012	1403,45	29,17	86,97	230,38	1521,98	31,63	94,32
01.09.2012	1443,42	29,59	86,5	231,41	1558,37	31,95	93,39
01.10.2012	1437,82	30,14	86,5	231,32	1552,93	32,56	93,43
01.11.2012	1394,51	30,7	86,51	230,22	1513,32	33,31	93,88
01.12.2012	1422,29	31,25	86,51	229,6	1547,63	34	94,13
01.01.2013	1480,4	31,54	86,91	230,28	1606,12	34,21	94,29
01.02.2013	1512,31	31,82	87,3	232,17	1627,41	34,25	93,95
01.03.2013	1550,83	32,11	87,7	232,77	1664,51	34,46	94,13
01.04.2013	1570,7	32,5	88,78	232,53	1687,59	34,92	95,39
01.05.2013	1639,84	32,88	89,87	232,94	1758,74	35,27	96,38
01.06.2013	1618,77	33,27	90,95	233,5	1731,99	35,6	97,31
01.07.2013	1668,68	33,65	92,09	233,6	1784,69	35,99	98,49
01.08.2013	1670,09	34,02	93,23	233,88	1784,05	36,34	99,59
01.09.2013	1687,17	34,4	94,37	234,15	1800,2	36,7	100,69
01.10.2013	1720,03	34,6	96,31	233,55	1840	37,01	103,03
01.11.2013	1783,54	34,79	98,26	233,07	1911,84	37,3	105,33
01.12.2013	1807,78	34,99	100,2	233,05	1937,99	37,51	107,42
01.01.2014	1822,36	35,4	100,42	233,92	1946,38	37,81	107,25
01.02.2014	1817,04	35,82	100,63	234,78	1933,55	38,11	107,09
01.03.2014	1863,52	36,23	100,85	236,29	1970,32	38,31	106,63
01.04.2014	1864,26	36,61	101,61	237,07	1964,63	38,58	107,08
01.05.2014	1889,77	37	102,36	237,9	1984,58	38,85	107,5
01.06.2014	1947,09	37,38	103,12	238,34	2040,98	39,18	108,09
01.07.2014	1973,1	37,75	104,07	238,25	2069,05	39,59	109,13
01.08.2014	1961,53	38,12	105,01	237,85	2060,36	40,04	110,3
01.09.2014	1993,23	38,49	105,96	238,03	2092,08	40,4	111,21
01.10.2014	1937,27	38,81	104,74	237,43	2038,46	40,83	110,21
01.11.2014	2044,57	39,12	103,53	236,15	2163,05	41,39	109,53
01.12.2014	2054,27	39,44	102,31	234,81	2185,7	41,96	108,86
01.01.2015	2028,18	39,9	101,29	233,71	2168,15	42,65	108,28
01.02.2015	2082,2	40,35	100,27	234,72	2216,27	42,95	106,73
01.03.2015	2079,99	40,81	99,25	236,12	2200,82	43,18	105,02
01.04.2015	2094,86	41,12	97,8	236,6	2212,06	43,42	103,27
01.05.2015	2111,94	41,43	96,36	237,81	2218,78	43,53	101,23
01.06.2015	2099,29	41,74	94,91	238,64	2197,79	43,7	99,36
01.07.2015	2094,14	42	93,49	238,65	2192,26	43,96	97,87
01.08.2015	2039,87	42,25	92,08	238,32	2138,47	44,3	96,53
01.09.2015	1944,41	42,51	90,66	237,94	2041,58	44,63	95,19
01.10.2015	2024,81	42,8	89,28	237,84	2126,95	44,96	93,79
01.11.2015	2080,62	43,1	87,91	237,34	2190,2	45,37	92,54
01.12.2015	2054,08	43,39	86,53	236,53	2169,67	45,83	91,4
01.01.2016	1918,6	43,55	86,5	236,92	2023,23	45,93	91,22
01.02.2016	1904,42	43,72	86,47	237,11	2006,62	46,06	91,11
01.03.2016	2021,95	43,88	86,44	238,13	2121,32	46,04	90,69
01.04.2016	2075,54	44,07	86,6	239,26	2167,27	46,02	90,43
01.05.2016	2065,55	44,27	86,76	240,23	2148,15	46,04	90,23
01.06.2016	2083,89	44,46	86,92	241,02	2160,13	46,09	90,1
01.07.2016	2148,9	44,65	87,64	240,63	2231,13	46,36	91
01.08.2016	2170,95	44,84	88,37	240,85	2251,95	46,51	91,66
01.09.2016	2157,69	45,03	89,09	241,43	2232,83	46,6	92,19
01.10.2016	2143,02	45,25	90,91	241,73	2214,89	46,77	93,96
01.11.2016	2164,99	45,48	92,73	241,35	2241,08	47,07	95,99
01.12.2016	2246,63	45,7	94,55	241,43	2324,83	47,29	97,84
01.01.2017	2275,12	45,93	96,46	242,84	2340,67	47,25	99,24
01.02.2017	2329,91	46,15	98,38	243,6	2389,52	47,33	100,89
01.03.2017	2366,82	46,38	100,29	243,8	2425,4	47,53	102,77
01.04.2017	2359,31	46,66	101,53	244,52	2410,56	47,67	103,74
01.05.2017	2395,35	46,94	102,78	244,73	2445,29	47,92	104,92
01.06.2017	2433,99	47,22	104,02	244,96	2482,48	48,16	106,09
01.07.2017	2454,1	47,54	105,04	244,79	2504,72	48,52	107,21
01.08.2017	2456,22	47,85	106,06	245,52	2499,4	48,69	107,92
01.09.2017	2492,84	48,17	107,08	246,82	2523,31	48,76	108,39
01.10.2017	2557	48,42	108,01	246,66	2589,89	49,05	109,4
01.11.2017	2593,61	48,68	108,95	246,67	2626,9	49,3	110,35
01.12.2017	2664,34	48,93	109,88	246,52	2700,13	49,59	111,36
01.01.2018	2789,8	49,29		247,87	2811,96	49,68	
01.02.2018	2705,16	49,64		248,99	2714,34	49,81	
01.03.2018	2702,77	50		249,55	2705,82	50,06	
01.04.2018	2642,19			249,84	2642,19		
